Document ID,Document Title,Family ID,Family Title,Family Summary,Collection Title(s),Collection Description(s),Document Variant,Document Content URL,Language,Source,Geography ISOs,Geographies,First event in timeline,Last event in timeline,Full timeline of events (types),Full timeline of events (dates),Date Added to System,Last Modified on System,Internal Document ID,Internal Family ID,Internal Corpus ID,Internal Collection ID(s),Framework,Topic/Response,Hazard,Sector,Keyword,Instrument,Author,Author Type,Document URL,Family URL,Document Role,Document Type,Category
decree-no-2016-862-on-energy-management_1ccf,Decree No. 2016-862 on energy management,decree-no-2016-862-on-energy-management_7a09,Decree No. 2016-862 on energy management,"This Decree establishes the terms, conditions and obligations for the implementation of energy management. Its purpose is to to direct energy demand towards greater efficiency of the energy system in the context of national energy policy and national programs of the Government on energy efficiency and renewable energies. The control of energy must make it possible to ensure and encourage technological progress, and the improvement of economic efficiency.",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbEFGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a1fa22b049fbe431f05840bd677f9bf3e81d8e3c/f,French,CCLW,CIV,Côte d'Ivoire,2016-11-03 00:00:00+00:00,2016-11-03,Passed/Approved,2016-11-03,2023-11-30,2024-10-29,CCLW.executive.9168.1282,CCLW.family.9168.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Energy,Energy Supply;Energy Demand,"Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/decree-no-2016-862-on-energy-management_1ccf,https://climate-laws.org/document/decree-no-2016-862-on-energy-management_7a09,Main,Decree,Executive
environmental-levy-budget-amendment-act-2017-no-36-of-2017_858a,Environmental Levy (Budget Amendment) Act 2017 (No. 36 of 2017),environmental-levy-budget-amendment-act-2017-no-36-of-2017_17b0,Environmental Levy (Budget Amendment) Act 2017 (No. 36 of 2017),"This Act amends the Environmental Levy Act 2015 in the Long Title and in various provisions, concerning, among other things, introduction of the Environment and Climate Adaptation Levy, which replaces the previous Environment Levy, the rate of levy and payment of the levy. This Act also establishes the Environment and Climate Adaptation Fund and defines its purposes. The purposes of the Fund are to: (a) promote conservation of the forests, flora, fauna, wildlife, ecosystems and biodiversity of Fiji; (b) provide funding to assist programmes, projects and activities associated with climate change, including climate change mitigation and adaptation activities; and (c) engage in any environment or climate change related activity approved by the Minister.",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa29GIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--fca4c15e5443a5e0e905a6efb9a66d6bd5896488/f,English,CCLW,MDV,Maldives,2017-10-14 00:00:00+00:00,2017-10-14,Passed/Approved,2017-10-14,2023-11-30,2024-10-29,CCLW.legislative.9148.1276,CCLW.family.9148.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Mitigation,,Environment;LULUCF,Adaptation;Industry;Institutions / Administrative Arrangements;Mitigation,"Tax incentives|Economic;Provision of climate funds|Direct Investment;Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/environmental-levy-budget-amendment-act-2017-no-36-of-2017_858a,https://climate-laws.org/document/environmental-levy-budget-amendment-act-2017-no-36-of-2017_17b0,Main,Act,Legislative
law-no-141-z-on-protection-of-the-population-and-territory-against-natural-and-technological-disasters_c978,Law No. 141-Z on protection of the population and territory against natural and technological disasters,law-no-141-z-on-protection-of-the-population-and-territory-against-natural-and-technological-disasters_5458,Law No. 141-Z on protection of the population and territory against natural and technological disasters,"<p>This law requires the government of Belarus to create and operate an emergency warning and response system, develop standards for emergency management, implement emergency management plans and programs, create reserves of resources for emergency management, and forecast emergency situations. It also allows the president to define the government's disaster policy and declare a state of emergency during disasters.</p>
",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBck1FIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--33d994fc082fd08bae7d90b8300cb0eb6391f59f/f,Russian,CCLW,BLR,Belarus,1998-05-05 00:00:00+00:00,2005-06-14,Passed/Approved;Amended,1998-05-05;2005-06-14,2023-11-30,2024-10-29,CCLW.legislative.9143.1107,CCLW.family.9143.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Disaster Risk Management,,,Adaptation;Disaster Risk Management,Early warning systems|Direct Investment;Capacity building|Governance,,,https://climate-laws.org/documents/law-no-141-z-on-protection-of-the-population-and-territory-against-natural-and-technological-disasters_c978,https://climate-laws.org/document/law-no-141-z-on-protection-of-the-population-and-territory-against-natural-and-technological-disasters_5458,Main,Law,Legislative
law-no-293-z-on-energy-saving_4e87,Law No. 293-Z on energy saving,law-no-293-z-on-energy-saving_9d8a,Law No. 293-Z on energy saving,"This law requires the president of Belarus to create a comprehensive energy efficiency policy and requires the Council of Ministers to implement that policy, set a target for energy efficiency, define efficiency indicators, approve energy conservation programs, determine procedures for fuel efficiency standards, determine procedures for energy efficiency inspections, and conduct energy audits.",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBclVFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2fbb12b47bfd6367b5c2777fed18bbe38d82be14/f,Russian,CCLW,BLR,Belarus,2015-01-08 00:00:00+00:00,2015-01-08,Passed/Approved,2015-01-08,2023-11-30,2024-10-29,CCLW.legislative.9133.1109,CCLW.family.9133.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Energy,Energy Demand,"Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/law-no-293-z-on-energy-saving_4e87,https://climate-laws.org/document/law-no-293-z-on-energy-saving_9d8a,Main,Law,Legislative
supreme-decree-no-942-regulating-the-universal-agrarian-insurance-pachamama_a96f,Supreme Decree No. 942 regulating the Universal Agrarian Insurance Pachamama,supreme-decree-no-942-regulating-the-universal-agrarian-insurance-pachamama_32f1,Supreme Decree No. 942 regulating the Universal Agrarian Insurance Pachamama,"This Decree contains the regulation of the Universal Agricultural Insurance ""Pachamama"", through the implementation of the Agricultural Insurance for Municipalities with higher levels of Extreme Poverty (SAMEP). The ""Pachamama"" Universal Agrarian Insurance insures the agricultural production affected by damages caused by climatic phenomena and adverse natural disasters.

The Decree also establishes the nature and institutional financing, the role and powers of the highest executive authority of the Agrarian Insurance Institute. The Ministry of Rural Development and Land, in coordination with the Ministry of Development Planning are the entities responsible for identifying the municipalities with high levels of poverty.",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa1FGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6deb992237ad3aeaf0d6c4d436ae3a92554feff5/f,Spanish,CCLW,BOL,Bolivia,2011-08-02 00:00:00+00:00,2011-08-02,Passed/Approved,2011-08-02,2023-11-30,2024-10-29,CCLW.executive.9126.1270,CCLW.family.9126.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Disaster Risk Management,,Agriculture;LULUCF,Adaptation,,,,https://climate-laws.org/documents/supreme-decree-no-942-regulating-the-universal-agrarian-insurance-pachamama_a96f,https://climate-laws.org/document/supreme-decree-no-942-regulating-the-universal-agrarian-insurance-pachamama_32f1,Main,Decree,Executive
supreme-decree-no-2472_9731,Supreme Decree No. 2472,supreme-decree-no-2473_2206,Supreme Decree No. 2473,"This Decree creates the 'Harvesting Life - Sowing Light' Program. Its purpose is to facilitate access to safe water for human consumption and sanitation; as well as to alternative and renewable sources of energy to improve living conditions in rural communities dispersed and / or vulnerable to the effects of climate change in situations of poverty or extreme poverty, including educational units and health facilities.

Supreme Decree No. 2.854 (passed on 2/08/2016) modifies this Supreme Decree and changes the name of the program to ""Harvesting Water, Sowing Light'.",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa0FGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4951785ce4764906f393a8fbcfc97ad16b900ec7/f,Spanish,CCLW,BOL,Bolivia,2015-08-02 00:00:00+00:00,2016-08-02,Passed/Approved;Amended,2015-08-02;2016-08-02,2023-11-30,2024-10-29,CCLW.executive.9118.1266,CCLW.family.9118.0,CCLW.corpus.i00000001.n0000,,,Adaptation,,Energy;Health;Water,Adaptation;Energy Supply;Water Management,"Capacity building|Governance;Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/supreme-decree-no-2472_9731,https://climate-laws.org/document/supreme-decree-no-2473_2206,Main,Decree,Executive
resolution-no-4-998-creating-the-sector-committee-for-disaster-risk-management_e4be,Resolution No. 4.998 creating the Sector Committee for Disaster Risk Management,resolution-no-4-998-creating-the-sector-committee-for-disaster-risk-management_2cd8,Resolution No. 4.998 creating the Sector Committee for Disaster Risk Management,"<p style=""text-align: left;"">This Resolution creates the Sector Committee for Disaster Risk Management, as an instance responsible for planning, monitoring, coordination and articulation of knowledge processes and risk reduction, disaster management and climate change.</p>
The Committee will also contribute to optimise the performance of the different public entities in the execution of actions for disaster risk management.",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcUVFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8367356649315ea2948c7fcb0428f5b136a1f2ce/f,Spanish,CCLW,COL,Colombia,2016-11-23 00:00:00+00:00,2016-11-23,Passed/Approved,2016-11-23,2023-11-30,2024-10-29,CCLW.executive.9092.1086,CCLW.family.9092.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Disaster Risk Management,,,Adaptation,,,,https://climate-laws.org/documents/resolution-no-4-998-creating-the-sector-committee-for-disaster-risk-management_e4be,https://climate-laws.org/document/resolution-no-4-998-creating-the-sector-committee-for-disaster-risk-management_2cd8,Main,Resolution,Executive
climate-change-and-disaster-survival-fund-act-2015-no-11-of-2016_a121,Climate Change and Disaster Survival Fund Act 2015 (No. 11 of 2016),climate-change-and-disaster-survival-fund-act-2015-no-11-of-2016_607b,Climate Change and Disaster Survival Fund Act 2015 (No. 11 of 2016),"This law establishes a Climate Change and Disaster Survival Fund to Provide immediate vital services to the people of Tuvalu in combating the devastating impact of climate change and natural disasters, and allows the Government and the people of Tuvalu to respond to future climate change impacts and natural disasters in a coordinated, effective and timely manner. It also establishes a government committee to review requests for assistance and create a national strategy for climate change and natural disasters.",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcnNFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--01998fed9a9a9b4f8adda03736e881c5baf5cf3d/f,English,CCLW,TUV,Tuvalu,2016-01-01 00:00:00+00:00,2016-01-01,Passed/Approved,2016-01-01,2023-11-30,2024-10-29,CCLW.legislative.9087.1115,CCLW.family.9087.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Disaster Risk Management,,,Adaptation;Institutions / Administrative Arrangements;Disaster Risk Management,Provision of climate funds|Direct Investment;Institutional mandates|Governance,,,https://climate-laws.org/documents/climate-change-and-disaster-survival-fund-act-2015-no-11-of-2016_a121,https://climate-laws.org/document/climate-change-and-disaster-survival-fund-act-2015-no-11-of-2016_607b,Main,Law,Legislative
exempt-decree-no-360-creating-the-interministerial-technical-committee-on-climate-change_1ebe,Exempt Decree No. 360 creating the Interministerial Technical Committee on Climate Change,exempt-decree-no-360-creating-the-interministerial-technical-committee-on-climate-change_d82e,Exempt Decree No. 360 creating the Interministerial Technical Committee on Climate Change,"This Decree creates the Intraministerial Technical Committee on Climate Change (CTICC) which aims to advise the Minister of Agriculture in the formulation of a ministerial strategy for strengthening the adaptation and mitigation of climate change in the agricultural and forestry sectors.

Additionally, the Committee should advise the Ministry on international negotiations on climate change, promote medium and long-term instruments to generate structural and organisational improvements in the agricultural and forestry sectors regarding climate change, and to incentivise the generation of information systems.",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBamtGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2a63aea90bde3c025098fd51d3c000e2daae8206/f,Spanish,CCLW,CHL,Chile,2017-12-04 00:00:00+00:00,2017-12-04,Passed/Approved,2017-12-04,2023-11-30,2024-10-29,CCLW.executive.9068.1258,CCLW.family.9068.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Mitigation,,Agriculture;LULUCF,Adaptation;Institutions / Administrative Arrangements;Mitigation,"Institutional mandates|Governance;Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/exempt-decree-no-360-creating-the-interministerial-technical-committee-on-climate-change_1ebe,https://climate-laws.org/document/exempt-decree-no-360-creating-the-interministerial-technical-committee-on-climate-change_d82e,Main,Decree,Executive
decree-no-336-on-energy-efficiency_7ce8,Decree No. 336 on Energy Efficiency,decree-no-336-on-energy-efficiency_9442,Decree No. 336 on Energy Efficiency,"This Decree creates the Commission for the Country Program on Energy Efficiency. The Commission's main mission is to advise the Ministries of State that have signed this Decree, in concrete actions, plans, policies and energy efficiency measures, as well as other activities related to the Program. The main objective is to ensure an energy use that improves the security of energy supply.",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBallGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ab6246b0ebfa4650fd842615da327fff3e407bba/f,Spanish,CCLW,CHL,Chile,2005-12-14 00:00:00+00:00,2005-12-14,Passed/Approved,2005-12-14,2023-11-30,2024-10-29,CCLW.executive.9060.1254,CCLW.family.9060.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Energy,Energy Supply;Energy Demand,"Institutional mandates|Governance;Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/decree-no-336-on-energy-efficiency_7ce8,https://climate-laws.org/document/decree-no-336-on-energy-efficiency_9442,Main,Decree,Executive
